Sr. No.,Job Title,Company Name,Experience Required,Salary,Location,Job Description,Key Skills
1295,newDirector of Security Operations,ai,,,"Bengaluru, Karnataka","
About [24]7.ai [24]7.ai uses artificial intelligence, human insight, and deep vertical expertise to produce personalized, consistent, and satisfying customer…
",
1296,Deep Learning QA Engineer,Micron,,,"Hyderabad, Telangana","
Identify strategies and metrics for leading initiatives to continuously improve product quality.
Develop quality metrics to create best in class ML software…
",
1297,Sr. Software Consultant-AI/ML,Knoldus,,,"Noida, Uttar Pradesh","
This allows engineers to get a taste of public speaking and many Knolders have gone on to speak at various international conferences.
",
1298,Research Scientist - Machine Learning / Research Scientist -...,GE Corporate,,,"Bengaluru, Karnataka","
We innovate and execute Analytics technologies that combine domain knowledge with advanced operations research, machine learning and text mining algorithms to…
",
1299,Manager-Insights and Intelligence,Accenture,,,"Bengaluru, Karnataka","
The team collaborates with business experts, research, and platform engineers for coming up with creative solutions.
Years of Experience: 13-18 years.
",
1300,ReactJS Developer,Synergy Labs,,,"Bengaluru, Karnataka","
Analyze the performance of layers in the frontend, backend and engineer designs and code.
The Artificial Intelligence, Computer Vision, Machine Learning and…
",
1301,Staff Software Engineer - QA,Bluecore,,,Remote,"
Work cross-functionally with product managers, data scientists, and engineers to deliver high quality products.
",
1302,newMEDIDATA AI R&D Automation Engineer (QA),Dassault Systèmes,,,"Pune, Maharashtra","
Medidata is leading the digital transformation of life sciences, creating hope for millions of patients.
You will work in a highly collaborative environment…
",
1303,"new(6400-1063)Staff Engineer, SerDes IP Subsystems, RTL Design",Achronix Semiconductor Corporation,,,"Bengaluru, Karnataka","
Type of Position: Regular, Exempt.
Reports to: Sr. Manager/Director, Hardware Engineering.
The Hardware Engineering group in India is responsible for all SoC…
",
1304,Group Leader Process Research,PI Industries,,,"Udaipur, Rajasthan","
The Group Leader shall also be responsible for supporting the Head of Process Research in project and resource planning for efficient project operations,…
",
1305,newIT Trainer,Livewire Mylapore,,,"Mylapore, Chennai, Tamil Nadu","
Our instructors are trained by product developers and industry bodies with an added awareness of the latest practical trends in the industry.
",
1306,newSoftware Engineer (Data Science),Konverge.AI,,,"Nagpur, Maharashtra","
Proficient in one of Keras/Tensorflow, PyTorch, SK-learn.
Excellent understanding of machine learning techniques and algorithms, such as k-NN, naive Bayes, SVM,…
",
1307,Associate Engineer,Cogno Al,,,"Temporarily Remote in Mumbai, Maharashtra","
Research and identify solutions to software and hardware issues.
Diagnose and troubleshoot technical issues, including account setup and network configuration.
",
1308,Sr. AI-ML Engineer / AI-ML Engineer,LT Technology Services,,,India,"
The Person will be responsible for leading the Medical Imaging and AI / ML CoE which is part of Medical Devices & Life Sciences (MDLS) business.
",
1309,newAssociate Procurement Agent,BOEING,,,"Bengaluru, Karnataka","
Commodities include, but are not limited to: Fasteners, Consumables and Standard Parts.
Contract types include single purchase orders as well as managing long…
",
1310,newAssociate Procurement Agent,BOEING,,,"Bengaluru, Karnataka","
Our engineers deliver cutting-edge R&D, innovation, and high-quality engineering work in global markets, and leverage new-age technologies such as AI/ML, IIoT,…
",
1311,Hiring Associate Engnr. For an MNC,Kenan Management Consultants,,,"Kochi, Kerala","
For an MNC – Freshers Hiring.
Hiring for FOR AN MNC.
From 0 to 4 year(s) of experience.
I write to you in connection with an exciting career opportunity as an…
",
1312,newSoftware Engineer (Cloud) Freshers,Tech World Logics,,,"Jaipur, Rajasthan","
We are looking for Fresher Graduates who have passed out in 2019, 2020, 2021 Year.
Tech (Any Branch with Some IT Knowledge), BCA, MCA.
",
1313,Deep Learning Deployment Engineer (Edge AI),Conxai Technologies GmbH,,,"Bengaluru, Karnataka","
Passionate about Scaling Hardware Deployment of AI on Edge ?
We are building the first NO-CODE AI PLATFORM for the AEC industry, with the 3rd generation…
",
1314,Software Engineer ll,Microsoft,,,"Hyderabad, Telangana","
Do you excel in collaborating with other engineers, program management and data disciplines?
Are you an experienced software engineer with a passion for…
",
1315,Ai/Ml Compiler Engineer,52 Qualcomm India Private Limited,,,"Hyderabad, Telangana","
Mentors engineers from own project team to encourage individual development.
Writes readable code for large features or significant bug fixes to support…
",
1316,RTL Design Engineer - SoC,Cyient,,,"Hyderabad, Telangana","
Our engineers have the opportunity to work across the product lifecycle.
Our strong technical and domain expertise with a robust partnership ecosystem makes us…
",
1317,"Software Engineer, Silicon CAD",Google,,,"Bengaluru, Karnataka","
Experience creating software/automation tools for hardware/silicon engineers to use.
Bachelor's degree in Computer Science, a related technical field, or…
",
1318,"new(6400-1070)Design Engineer, Design Automation and Methodolog...",Achronix Semiconductor Corporation,,,"Bengaluru, Karnataka","
Achronix is a fabless semiconductor corporation based in Santa Clara, California, offering high-performance FPGA solutions.
Type of Position: Regular, Exempt.
",
1319,GPS Installation Engineer,Lynkit,,,"Delhi, Delhi+1 location","
Our multi-disciplinary team is made up of software and hardware engineers, technical support, sales and operational teams.
Who we are looking for?*.
",
1320,Validation Engineer,Intel,,,"Hybrid remote in Bengaluru, Karnataka","
As a Cloud Software development engineer you will design, develop, validate, and debug cloud software to deliver HW enabled security solutions and services for…
",
1321,Sr QA Engineer - Ansira - Pune/Hyderabad,Ansira,,,"Pune, Maharashtra","
Sincro provides local digital marketing technology and services to the automotive industry.
We offer our customers cutting-edge solutions powered by AI that…
",
1322,Low Power Engineer,NVIDIA,,,"Bengaluru, Karnataka","
NVIDIA is seeking elite ASIC Design Engineers to work on the design, implementation, and verification of low power features for the world’s leading SoCs and…
",
1323,Analytics,Kotak Securities,,,"Mumbai, Maharashtra","
Job Role: - Develop AI/ML based solutions for product recommendations, mobile app engagement, client lifecycle management - Engineer solutions (APIs, micro…
",
1324,Software Development Engineer - AWS AI,ADCI - Haryana,,,"Gurgaon, Haryana","
We care about your career growth and strive to assign projects based on what will help each team member develop into a better-rounded engineer and enable them…
",
1325,Software Development Engineer - AWS AI,ADCI - Haryana,,,"Gurgaon, Haryana","
Bachelor's in Computer Science or related field.
. Experience with large-scale systems distributed systems.
Expertise in C/C++, Java, or Python.
",
1326,GCP Data engineer,Embarckle,,,"Coimbatore, Tamil Nadu","
Minimum 4-6 years experience as a Data Engineer.
 Hands on and deep experience working with Google Data Products (e.g. BigQuery, Dataflow, Dataproc, AI…
",
1327,Software Engineer (Python and AI & ML 3 years),Tranzmeo,,,Kerala,"
Minimum 2 years hands-on expertise in core python.
Must have good analytical skills and problem-solving skills.
Good Knowledge in Git & SCRUM.
",
1328,Data Engineer: Data Warehouse,IBM,,,"Pune, Maharashtra+1 location","
To think along with clients and sell.
As Snowflake Developer, you are responsible to develop end to end application software including design, coding, testing,…
",
1329,newSecurity Researcher | Cyber Analyst,Bolster Inc,,,"Noida, Uttar Pradesh","
You will be working with data scientists & machine learning engineers to help improve Bolster's detection engine.
Experienced with working on tight deadlines.
",
1330,Junior UI Engineer,Prevalent AI,,,"Kochi, Kerala","
Fresher with strong affinity for developing UI design for complex workflows.
Basic knowledge in HTML5, CSS3, Angular, Jquery.
A strong analytical mind-set.
",
1331,Financial Engineer,ZM Financial Systems,,,"Gurgaon, Haryana","
We are looking for a financial engineer to join the India Cash Flow modeling team within the structured finance OU.
",
1332,Data Scientist-AI/ML,Synopsys,,,"Bengaluru, Karnataka","
You will work with domain experts to identify the most efficient way to collect and process batch/time-series data to derive data insight.
",
1333,CLOUD ENGINEER,OptiSol,,,"Chennai, Tamil Nadu","
Great communication skills, an ability to work closely with clients, developers and engineers and the confidence to present ideas in open forums.
",
1334,newMEDIDATA AI R&D Data Analyst,Dassault Systèmes,,,"Pune, Maharashtra","
Surface suggestions regarding how to improve our data platform to our application and testing engineers.
Surface suggestions regarding how to improve our data…
",
1335,MLOps Engineer,NVIDIA,,,"Pune, Maharashtra","
Maintain dataset preparation & training workflows for conversational AI models.
Expand and maintain the Data lake.
Excellent programming skills in Python.
",
1336,"Engineer, R&D",NOKIA,,,"Bengaluru, Karnataka","
Nokia Network Operations Master provides a software centric way to operate Nokia mobile networks offering network configuration management, network monitoring,…
",
1337,Data Science Engineer,HighRadius,,,"Hyderabad, Telangana","
Work on end-to-end ML lifecycle starting from problem definition to deployment.
Work with business stake holders to understand the problem, convert into…
",
1338,Engineer - MFG Shift Production,Micron,,,"Hyderabad, Telangana","
Also require strong collaboration with engineers from other function teams to jointly address the critical process or equipment issues and drive efficient tool…
",
